,"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y"""
23754,"45;""services"";""married"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";133;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no"""
23757,"51;""admin."";""divorced"";""university.degree"";""unknown"";""yes"";""no"";""cellular"";""aug"";""thu"";24;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no"""
23761,"32;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""thu"";76;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no"""
23765,"35;""technician"";""married"";""high.school"";""no"";""yes"";""yes"";""cellular"";""aug"";""thu"";136;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no"""
23775,"31;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""thu"";58;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.962;5228.1;""no"""
23778,"41;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";193;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23779,"34;""technician"";""divorced"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";207;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23782,"55;""admin."";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""aug"";""fri"";42;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23790,"43;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""aug"";""fri"";24;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23793,"40;""self-employed"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";144;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23794,"48;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";85;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23798,"33;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";162;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23801,"38;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""aug"";""fri"";247;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23803,"29;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";88;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23805,"37;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";50;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23811,"40;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";168;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23818,"48;""services"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""aug"";""fri"";164;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23823,"42;""admin."";""divorced"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""aug"";""fri"";153;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23832,"45;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";135;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23837,"51;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";179;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23841,"55;""unknown"";""married"";""unknown"";""unknown"";""no"";""no"";""cellular"";""aug"";""fri"";105;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23843,"52;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""yes"";""cellular"";""aug"";""fri"";112;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23852,"42;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""cellular"";""aug"";""fri"";81;7;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23853,"52;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";94;5;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23860,"29;""technician"";""single"";""professional.course"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";245;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23865,"32;""technician"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";67;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23866,"59;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";91;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23867,"29;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";58;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23868,"35;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";245;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23872,"42;""admin."";""married"";""university.degree"";""no"";""unknown"";""unknown"";""cellular"";""aug"";""fri"";235;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23873,"32;""admin."";""divorced"";""university.degree"";""no"";""unknown"";""unknown"";""cellular"";""aug"";""fri"";136;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23883,"34;""admin."";""married"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""aug"";""fri"";398;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23884,"43;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";60;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23885,"45;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";130;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23889,"41;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";307;9;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23898,"29;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""telephone"";""aug"";""fri"";59;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23908,"33;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";38;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23923,"44;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";95;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23937,"60;""admin."";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";24;11;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23938,"50;""admin."";""single"";""university.degree"";""unknown"";""no"";""yes"";""cellular"";""aug"";""fri"";70;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23939,"49;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""aug"";""fri"";21;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23948,"35;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""aug"";""fri"";129;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23949,"32;""management"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";157;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23952,"48;""services"";""married"";""high.school"";""unknown"";""no"";""no"";""cellular"";""aug"";""fri"";88;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23960,"34;""technician"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";168;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23962,"35;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""aug"";""fri"";93;4;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23964,"51;""admin."";""divorced"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""aug"";""fri"";59;2;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23970,"53;""management"";""married"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""aug"";""fri"";81;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23979,"33;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""aug"";""fri"";120;1;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
23993,"60;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""aug"";""fri"";515;3;999;0;""nonexistent"";1.4;93.444;-36.1;4.963;5228.1;""no"""
24000,"56;""unknown"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""oct"";""fri"";235;1;999;0;""nonexistent"";-0.1;93.798;-40.4;5.045;5195.8;""yes"""
24003,"27;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""oct"";""fri"";24;1;999;0;""nonexistent"";-0.1;93.798;-40.4;5.045;5195.8;""no"""
24005,"42;""self-employed"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""oct"";""fri"";478;1;999;0;""nonexistent"";-0.1;93.798;-40.4;5.045;5195.8;""yes"""
24009,"48;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""oct"";""mon"";312;1;999;0;""nonexistent"";-0.1;93.798;-40.4;5;5195.8;""yes"""
24013,"38;""blue-collar"";""single"";""unknown"";""no"";""yes"";""no"";""telephone"";""oct"";""tue"";39;1;999;1;""failure"";-0.1;93.798;-40.4;4.968;5195.8;""no"""
24017,"32;""admin."";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""oct"";""tue"";101;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.968;5195.8;""yes"""
24019,"40;""services"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""oct"";""tue"";144;1;999;1;""failure"";-0.1;93.798;-40.4;4.968;5195.8;""yes"""
24029,"37;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""telephone"";""oct"";""wed"";313;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.936;5195.8;""yes"""
24045,"43;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""oct"";""tue"";10;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.86;5195.8;""no"""
24053,"30;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""oct"";""wed"";313;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.827;5195.8;""yes"""
24057,"56;""technician"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""oct"";""thu"";234;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.794;5195.8;""yes"""
24061,"38;""entrepreneur"";""married"";""basic.4y"";""no"";""no"";""no"";""telephone"";""oct"";""fri"";227;1;999;0;""nonexistent"";-0.1;93.798;-40.4;4.76;5195.8;""yes"""
24075,"45;""unknown"";""married"";""unknown"";""no"";""no"";""no"";""telephone"";""nov"";""wed"";169;1;999;0;""nonexistent"";-0.1;93.2;-42;4.663;5195.8;""yes"""
24077,"57;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""wed"";5;1;999;0;""nonexistent"";-0.1;93.2;-42;4.663;5195.8;""no"""
24078,"25;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""nov"";""wed"";268;1;999;0;""nonexistent"";-0.1;93.2;-42;4.663;5195.8;""yes"""
24082,"47;""admin."";""married"";""university.degree"";""no"";""no"";""yes"";""telephone"";""nov"";""wed"";23;1;999;0;""nonexistent"";-0.1;93.2;-42;4.663;5195.8;""no"""
24084,"30;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""nov"";""thu"";26;1;999;0;""nonexistent"";-0.1;93.2;-42;4.592;5195.8;""no"""
24089,"43;""retired"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""fri"";83;1;999;0;""nonexistent"";-0.1;93.2;-42;4.474;5195.8;""no"""
24095,"46;""technician"";""married"";""professional.course"";""no"";""no"";""no"";""telephone"";""nov"";""mon"";98;1;999;0;""nonexistent"";-0.1;93.2;-42;4.406;5195.8;""no"""
24097,"47;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""tue"";74;1;999;0;""nonexistent"";-0.1;93.2;-42;4.343;5195.8;""no"""
24100,"32;""unemployed"";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""nov"";""tue"";486;1;999;0;""nonexistent"";-0.1;93.2;-42;4.343;5195.8;""yes"""
24103,"58;""management"";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""wed"";139;1;999;0;""nonexistent"";-0.1;93.2;-42;4.286;5195.8;""yes"""
24108,"37;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""nov"";""wed"";119;1;6;1;""success"";-0.1;93.2;-42;4.286;5195.8;""no"""
24109,"33;""admin."";""single"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""thu"";109;1;999;0;""nonexistent"";-0.1;93.2;-42;4.245;5195.8;""no"""
24110,"18;""student"";""single"";""high.school"";""no"";""no"";""no"";""telephone"";""nov"";""thu"";75;1;999;0;""nonexistent"";-0.1;93.2;-42;4.245;5195.8;""no"""
24115,"42;""admin."";""married"";""professional.course"";""no"";""yes"";""no"";""telephone"";""nov"";""thu"";90;1;999;0;""nonexistent"";-0.1;93.2;-42;4.245;5195.8;""yes"""
24126,"56;""services"";""married"";""high.school"";""no"";""no"";""no"";""telephone"";""nov"";""mon"";92;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24128,"40;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";53;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24131,"42;""management"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""nov"";""mon"";128;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24133,"41;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";238;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24137,"57;""blue-collar"";""divorced"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";221;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24139,"44;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";130;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24142,"44;""management"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";669;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24143,"52;""admin."";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""nov"";""mon"";161;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24148,"42;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";252;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24150,"54;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";375;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24151,"35;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";121;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24153,"51;""technician"";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";81;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24156,"41;""blue-collar"";""married"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""nov"";""mon"";176;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24163,"36;""unemployed"";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";55;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24164,"38;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";61;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24166,"50;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";134;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24169,"41;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";353;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24170,"40;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";146;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24172,"46;""management"";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";210;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24173,"50;""blue-collar"";""married"";""basic.6y"";""unknown"";""no"";""yes"";""cellular"";""nov"";""mon"";120;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24175,"46;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";595;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24179,"52;""admin."";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";74;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24189,"43;""services"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";92;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24195,"44;""management"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";231;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24198,"39;""self-employed"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";85;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24203,"53;""unemployed"";""married"";""university.degree"";""no"";""unknown"";""unknown"";""cellular"";""nov"";""mon"";126;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24220,"33;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";214;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24223,"41;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";57;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24229,"51;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""nov"";""mon"";81;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24233,"41;""technician"";""single"";""professional.course"";""no"";""unknown"";""unknown"";""cellular"";""nov"";""mon"";108;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24234,"30;""services"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";135;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24240,"42;""entrepreneur"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";127;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24241,"58;""management"";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";114;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24246,"43;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";179;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24247,"55;""retired"";""married"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""nov"";""mon"";120;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24249,"48;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";309;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24251,"36;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";38;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24253,"47;""retired"";""married"";""basic.4y"";""no"";""unknown"";""unknown"";""telephone"";""nov"";""mon"";70;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24262,"50;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""nov"";""mon"";105;3;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24266,"45;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";58;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24268,"54;""retired"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";55;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24269,"45;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";150;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24272,"39;""housemaid"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""nov"";""mon"";112;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24274,"50;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";58;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24277,"40;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""telephone"";""nov"";""mon"";16;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24280,"30;""services"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";88;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24282,"42;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";149;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24286,"51;""management"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";96;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24287,"42;""blue-collar"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""nov"";""mon"";109;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24293,"49;""entrepreneur"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";165;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24294,"50;""technician"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";93;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24298,"51;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";346;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24302,"48;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";191;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24312,"54;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";59;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24325,"40;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";215;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24327,"40;""admin."";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""nov"";""mon"";890;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""yes"""
24335,"36;""entrepreneur"";""married"";""high.school"";""no"";""yes"";""no"";""telephone"";""nov"";""mon"";104;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24339,"56;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";52;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24343,"39;""admin."";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";66;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24357,"35;""entrepreneur"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";42;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24358,"56;""management"";""married"";""professional.course"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";74;2;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24369,"35;""admin."";""divorced"";""high.school"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";49;3;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24370,"55;""blue-collar"";""married"";""basic.4y"";""unknown"";""no"";""yes"";""cellular"";""nov"";""mon"";68;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24375,"52;""management"";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";89;2;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24380,"52;""management"";""married"";""university.degree"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";68;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24393,"42;""admin."";""married"";""unknown"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";657;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24398,"50;""entrepreneur"";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""nov"";""mon"";102;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24413,"46;""admin."";""divorced"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""nov"";""mon"";168;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24417,"39;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";71;1;999;1;""failure"";-0.1;93.2;-42;4.191;5195.8;""no"""
24418,"36;""management"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""nov"";""mon"";264;2;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
24419,"50;""technician"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""nov"";""mon"";199;1;999;0;""nonexistent"";-0.1;93.2;-42;4.191;5195.8;""no"""
